"Gross domestic product (GDP) at basic prices, by industry, provinces and territories (x 1,000,000)" c 1 2 3 4 5 6 7
"Annual"
"Table: 36-10-0402-01 (formerly CANSIM 379-0030)"
"Geography: Province or territory"

"Geography","North American Industry Classification System (NAICS) 7 8","Reference period","Chained (2012) dollars 9"
,,"2016","46.9"
,,"2017","51.6"
,,"2018","51.2"
,,"2019","50.0"
,"Construction  [23]","1999","152.4"
,,"2000","148.8"
,,"2001","192.5"
,,"2002","174.2"
,,"2003","171.6"
,,"2004","204.9"
,,"2005","235.7"
,,"2006","243.1"
,,"2007","251.2"
,,"2008","218.7"
,,"2009","248.2"
,,"2010","315.2"
,,"2011","359.8"
,,"2012","245.0"
,,"2013","240.1"
,,"2014","261.8"
,,"2015","196.2"
,,"2016","204.5"
,,"2017","252.9"
,,"2018","320.4"
,,"2019","327.0"
,"Manufacturing  [31-33]","1999","9.8"
,,"2000","10.4"
,,"2001","12.6"
,,"2002","12.0"
,,"2003","10.7"
,,"2004","12.2"
,,"2005","13.4"
,,"2006","14.0"
,,"2007","15.7"
,,"2008","16.1"
,,"2009","16.0"
,,"2010","15.7"
,,"2011","18.4"
,,"2012","22.8"
,,"2013","17.3"
,,"2014","16.0"
,,"2015","16.7"
,,"2016","18.6"
,,"2017","18.7"
,,"2018","18.1"
,,"2019","19.3"
,"Wholesale trade  [41]","1999","39.4"
,,"2000","39.8"
,,"2001","39.2"
,,"2002","32.7"
,,"2003","34.5"
,,"2004","34.9"
,,"2005","36.8"
,,"2006","42.0"
,,"2007","42.0"
,,"2008","47.3"
,,"2009","40.7"
,,"2010","39.0"
,,"2011","49.0"
,,"2012","48.7"
,,"2013","44.5"
,,"2014","36.7"
,,"2015","32.8"
,,"2016","34.9"
,,"2017","38.1"
,,"2018","57.2"
,,"2019","43.4"
,"Retail trade  [44-45]","1999","80.4"
,,"2000","81.9"
,,"2001","88.6"
,,"2002","96.8"
,,"2003","95.5"
,,"2004","93.5"
,,"2005","92.5"
,,"2006","99.2"
,,"2007","107.5"
,,"2008","112.9"
,,"2009","114.6"
,,"2010","117.4"
,,"2011","119.4"
,,"2012","123.5"
,,"2013","132.1"
,,"2014","132.3"
,,"2015","124.8"
,,"2016","130.3"
,,"2017","134.2"
,,"2018","139.9"
,,"2019","141.5"
,"Transportation and warehousing  [48-49]","1999","50.2"
,,"2000","54.0"
,,"2001","52.2"
,,"2002","51.4"
,,"2003","49.6"
,,"2004","53.9"
,,"2005","63.3"
,,"2006","63.8"
,,"2007","64.2"
,,"2008","78.9"
,,"2009","69.8"
,,"2010","69.0"
,,"2011","77.9"
,,"2012","80.4"
,,"2013","74.7"
,,"2014","76.5"
,,"2015","75.3"
,,"2016","83.0"
,,"2017","84.9"
,,"2018","96.9"
,,"2019","101.3"
,"Information and cultural industries  [51]","1999","36.5"
,,"2000","43.5"
,,"2001","47.7"
,,"2002","52.6"
,,"2003","52.1"
,,"2004","52.2"
,,"2005","52.7"
,,"2006","56.6"
,,"2007","57.7"
,,"2008","58.9"
,,"2009","61.5"
,,"2010","68.6"
,,"2011","70.4"
,,"2012","69.2"
,,"2013","72.1"
,,"2014","73.4"
,,"2015","74.4"
,,"2016","82.3"
,,"2017","99.7"
,,"2018","104.0"
,,"2019","108.5"
,"Finance and insurance  [52]","1999","54.0"
,,"2000","52.0"
,,"2001","50.7"
,,"2002","46.0"
,,"2003","49.9"
,,"2004","50.6"
,,"2005","52.2"
,,"2006","56.5"
,,"2007","57.0"
,,"2008","56.8"
,,"2009","53.8"
,,"2010","58.1"
,,"2011","71.7"
,,"2012","72.6"
,,"2013","73.0"
,,"2014","73.2"
,,"2015","72.2"
,,"2016","75.4"
,,"2017","75.3"
,,"2018","77.6"
,,"2019","77.5"
,"Real estate and rental and leasing  [53]","1999","191.4"
,,"2000","202.7"
,,"2001","210.8"
,,"2002","224.5"
,,"2003","229.0"
,,"2004","239.1"
,,"2005","253.7"
,,"2006","269.5"
,,"2007","271.5"
,,"2008","283.5"
,,"2009","297.0"
,,"2010","304.3"
,,"2011","318.4"
,,"2012","333.2"
,,"2013","346.8"
,,"2014","355.3"
,,"2015","363.9"
,,"2016","372.5"
,,"2017","381.5"
,,"2018","393.4"
,,"2019","403.4"
,"Professional, scientific and technical services  [54]","1999","64.5"
,,"2000","67.9"
,,"2001","69.8"
,,"2002","74.5"
,,"2003","71.6"
,,"2004","71.5"
,,"2005","72.3"
,,"2006","78.8"
,,"2007","84.5"
,,"2008","84.2"
,,"2009","77.1"
,,"2010","80.7"
,,"2011","81.3"
,,"2012","83.6"
,,"2013","90.8"
,,"2014","96.5"
,,"2015","88.3"
,,"2016","82.9"
,,"2017","77.2"
,,"2018","88.0"
,,"2019","93.3"
,"Management of companies and enterprises  [55]","1999","5.7"
,,"2000","6.7"
,,"2001","6.1"
,,"2002","6.9"
,,"2003","5.2"
,,"2004","5.6"
,,"2005","5.7"
,,"2006","6.7"
,,"2007","6.9"
,,"2008","7.3"
,,"2009","7.0"
,,"2010","7.7"
,,"2011","7.9"
,,"2012","7.9"
,,"2013","8.0"
,,"2014","7.3"
,,"2015","6.8"
,,"2016","5.9"
,,"2017","4.5"
,,"2018","3.9"
,,"2019","3.1"
,"Administrative and support, waste management and remediation services  [56]","1999","18.6"
,,"2000","16.3"
,,"2001","16.1"
,,"2002","18.8"
,,"2003","19.6"
,,"2004","21.6"
,,"2005","22.8"
,,"2006","25.4"
,,"2007","28.8"
,,"2008","29.3"
,,"2009","29.9"
,,"2010","31.1"
,,"2011","31.9"
,,"2012","31.6"
,,"2013","30.9"
,,"2014","31.2"
,,"2015","30.0"
,,"2016","30.2"
,,"2017","28.7"
,,"2018","28.3"
,,"2019","28.8"
,"Educational services  [61]","1999","101.4"
,,"2000","100.7"
,,"2001","98.3"
,,"2002","102.6"
,,"2003","108.9"
,,"2004","115.0"
,,"2005","113.5"
,,"2006","118.4"
,,"2007","116.6"
,,"2008","119.9"
,,"2009","121.1"
,,"2010","123.9"
,,"2011","124.3"
,,"2012","129.0"
,,"2013","127.9"
,,"2014","130.4"
,,"2015","131.3"
,,"2016","133.0"
,,"2017","137.0"
,,"2018","140.6"
,,"2019","146.6"
,"Health care and social assistance  [62]","1999","115.3"
,,"2000","116.4"
,,"2001","122.8"
,,"2002","138.0"
,,"2003","139.4"
,,"2004","155.9"
,,"2005","164.0"
,,"2006","155.1"
,,"2007","166.5"
,,"2008","171.2"
,,"2009","179.5"
,,"2010","185.2"
,,"2011","187.2"
,,"2012","194.7"
,,"2013","204.4"
,,"2014","208.6"
,,"2015","210.2"
,,"2016","216.2"
,,"2017","219.2"
,,"2018","223.9"
,,"2019","230.3"
,"Arts, entertainment and recreation  [71]","1999","12.8"
,,"2000","13.4"
,,"2001","12.8"
,,"2002","15.1"
,,"2003","14.9"
,,"2004","15.5"
,,"2005","15.3"
,,"2006","14.3"
,,"2007","15.1"
,,"2008","15.5"
,,"2009","13.8"
,,"2010","12.9"
,,"2011","11.3"
,,"2012","11.7"
,,"2013","11.5"
,,"2014","11.8"
,,"2015","11.2"
,,"2016","12.7"
,,"2017","13.2"
,,"2018","12.8"
,,"2019","12.8"
,"Accommodation and food services  [72]","1999","67.2"
,,"2000","72.3"
,,"2001","68.0"
,,"2002","66.3"
,,"2003","67.5"
,,"2004","67.3"
,,"2005","66.6"
,,"2006","66.3"
,,"2007","67.4"
,,"2008","67.4"
,,"2009","70.8"
,,"2010","71.5"
,,"2011","76.8"
,,"2012","78.1"
,,"2013","77.8"
,,"2014","75.0"
,,"2015","74.8"
,,"2016","79.0"
,,"2017","81.9"
,,"2018","81.7"
,,"2019","86.9"
,"Other services (except public administration)  [81]","1999","33.1"
,,"2000","33.0"
,,"2001","35.3"
,,"2002","36.8"
,,"2003","37.0"
,,"2004","36.4"
,,"2005","35.4"
,,"2006","37.8"
,,"2007","40.9"
,,"2008","41.9"
,,"2009","40.8"
,,"2010","41.8"
,,"2011","43.7"
,,"2012","40.9"
,,"2013","38.3"
,,"2014","38.0"
,,"2015","34.9"
,,"2016","38.5"
,,"2017","39.1"
,,"2018","39.8"
,,"2019","39.8"
,"Public administration  [91]","1999","430.4"
,,"2000","439.8"
,,"2001","439.0"
,,"2002","460.8"
,,"2003","451.6"
,,"2004","458.0"
,,"2005","455.6"
,,"2006","490.7"
,,"2007","499.9"
,,"2008","511.0"
,,"2009","544.8"
,,"2010","550.9"
,,"2011","565.4"
,,"2012","564.0"
,,"2013","576.3"
,,"2014","580.4"
,,"2015","582.6"
,,"2016","595.8"
,,"2017","598.3"
,,"2018","609.3"
,,"2019","616.8"
"Northwest Territories","Goods-producing industries  [T002] 10","1999","1,439.3"
,,"2000","1,497.2"
,,"2001","2,227.9"
,,"2002","2,383.3"
,,"2003","2,931.9"
,,"2004","2,968.7"
,,"2005","2,796.8"
,,"2006","2,810.3"
,,"2007","3,224.4"
,,"2008","2,615.0"
,,"2009","2,069.3"
,,"2010","2,156.9"
,,"2011","1,730.7"
,,"2012","1,656.6"
,,"2013","1,732.0"
,,"2014","1,930.0"
,,"2015","1,973.1"
,,"2016","1,934.3"
,,"2017","2,157.9"
,,"2018","2,132.7"
,,"2019","1,630.4"
,"Service-producing industries  [T003] 11","1999","1,775.2"
,,"2000","1,939.6"
,,"2001","1,960.4"
,,"2002","2,103.9"
,,"2003","2,196.2"
,,"2004","2,284.8"
,,"2005","2,391.1"
,,"2006","2,397.7"
,,"2007","2,460.8"
,,"2008","2,498.1"
,,"2009","2,478.0"
,,"2010","2,519.3"
,,"2011","2,541.7"
,,"2012","2,593.2"
,,"2013","2,638.5"
,,"2014","2,660.2"
,,"2015","2,667.1"
,,"2016","2,649.2"
,,"2017","2,642.7"
,,"2018","2,681.7"
,,"2019","2,686.7"
,"Industrial production  [T010] 12","1999","1,092.5"
,,"2000","1,092.2"
,,"2001","1,534.4"
,,"2002","1,808.6"
,,"2003","2,486.6"
,,"2004","2,416.5"
,,"2005","2,207.6"
,,"2006","2,221.4"
,,"2007","2,653.1"
,,"2008","2,175.7"
,,"2009","1,729.8"
,,"2010","1,769.0"
,,"2011","1,420.7"
,,"2012","1,322.8"
,,"2013","1,320.5"
,,"2014","1,494.1"
,,"2015","1,414.5"
,,"2016","1,471.9"
,,"2017","1,920.0"
,,"2018","1,885.0"
,,"2019","1,425.6"
,"Non-durable manufacturing industries  [T011] 13","1999","11.8"
,,"2000","14.5"
,,"2001","15.9"
,,"2002","12.8"
,,"2003","12.7"
,,"2004","7.3"
,,"2005","11.7"
,,"2006","10.6"
,,"2007","13.0"
,,"2008","10.9"
,,"2009","4.1"
,,"2010","6.7"
,,"2011","12.0"
,,"2012","12.9"
,,"2013","11.5"
,,"2014","12.2"
,,"2015","9.3"
,,"2016","9.3"
,,"2017","7.3"
,,"2018","7.9"
,,"2019","6.4"
,"Durable manufacturing industries  [T012] 14","1999","0.9"
,,"2000","2.9"
,,"2001","4.4"
,,"2002","8.8"
,,"2003","3.9"
,,"2004","10.8"
,,"2005","15.7"
,,"2006","7.0"
,,"2007","4.7"
,,"2008","3.3"
,,"2009","1.4"
,,"2010","1.5"
,,"2011","2.1"
,,"2012","1.8"
,,"2013","2.5"
,,"2014","2.8"
,,"2015","2.5"
,,"2016","3.5"
,,"2017","3.4"
,,"2018","3.4"
,,"2019","2.5"
,"Information and communication technology sector  [T013] 15","1999","52.6"
,,"2000","58.3"
,,"2001","66.0"
,,"2002","70.6"
,,"2003","75.8"
,,"2004","79.2"
,,"2005","81.6"
,,"2006","74.3"
,,"2007","71.0"
,,"2008","71.4"
,,"2009","73.5"
,,"2010","77.5"
,,"2011","81.2"
,,"2012","84.2"
,,"2013","81.3"
,,"2014","77.0"
,,"2015","78.3"
,,"2016","82.9"
,,"2017","86.6"
,,"2018","91.9"
,,"2019","92.9"
,"Energy sector  [T016] 16","1999","731.3"
,,"2000","988.2"
,,"2001","1,106.5"
,,"2002","1,098.5"
,,"2003","1,053.3"
,,"2004","894.6"
,,"2005","813.6"
,,"2006","800.9"
,,"2007","696.9"
,,"2008","630.6"
,,"2009","580.6"
,,"2010","546.0"
,,"2011","425.3"
,,"2012","497.2"
,,"2013","422.6"
,,"2014","411.7"
,,"2015","366.6"
,,"2016","327.2"
,,"2017","90.1"
,,"2018","128.2"
,,"2019","284.7"
,"Public sector  [T018] 17","1999","798.0"
,,"2000","883.7"
,,"2001","883.0"
,,"2002","961.8"
,,"2003","997.3"
,,"2004","1,013.4"
,,"2005","1,016.7"
,,"2006","1,028.9"
,,"2007","1,070.8"
,,"2008","1,083.2"
,,"2009","1,105.0"
,,"2010","1,132.0"
,,"2011","1,124.5"
,,"2012","1,141.8"
,,"2013","1,141.9"
,,"2014","1,157.2"
,,"2015","1,185.2"
,,"2016","1,191.2"
,,"2017","1,213.6"
,,"2018","1,231.0"
,,"2019","1,256.8"
,"Cannabis sector  [T021] 18","1999","0.8"
,,"2000","1.4"
,,"2001","0.9"
,,"2002","0.9"
,,"2003","0.9"
,,"2004","0.9"
,,"2005","1.0"
,,"2006","1.0"
,,"2007","1.0"
,,"2008","1.0"
,,"2009","1.0"
,,"2010","1.0"
,,"2011","1.0"
,,"2012","1.0"
,,"2013","1.1"
,,"2014","1.1"
,,"2015","1.1"
,,"2016","1.1"
,,"2017","1.1"
,,"2018","1.5"
,,"2019","2.2"
,"Agriculture, forestry, fishing and hunting  [11]","1999","9.7"
,,"2000","9.5"
,,"2001","8.7"
,,"2002","9.0"
,,"2003","9.1"
,,"2004","9.6"
,,"2005","10.7"
,,"2006","9.3"
,,"2007","9.2"
,,"2008","11.9"
,,"2009","9.2"
,,"2010","14.4"
,,"2011","20.2"
,,"2012","17.3"
,,"2013","14.8"
,,"2014","15.2"
,,"2015","10.5"
,,"2016","9.5"
,,"2017","10.3"
,,"2018","10.3"
,,"2019","10.4"
,"Mining, quarrying, and oil and gas extraction  [21]","1999","1,027.8"
,,"2000","1,021.3"
,,"2001","1,460.7"
,,"2002","1,723.0"
,,"2003","2,410.3"
,,"2004","2,332.4"
,,"2005","2,112.6"
,,"2006","2,135.7"
,,"2007","2,561.2"
,,"2008","2,083.9"
,,"2009","1,651.9"
,,"2010","1,679.6"
,,"2011","1,329.9"
,,"2012","1,231.9"
,,"2013","1,226.3"
,,"2014","1,403.1"
,,"2015","1,327.2"
,,"2016","1,382.4"
,,"2017","1,846.5"
,,"2018","1,804.1"
,,"2019","1,336.0"
,"Utilities  [22]","1999","60.1"
,,"2000","59.7"
,,"2001","54.0"
,,"2002","59.1"
,,"2003","61.7"
,,"2004","66.5"
,,"2005","73.4"
,,"2006","72.5"
,,"2007","79.6"
,,"2008","81.5"
,,"2009","70.3"
,,"2010","74.6"
,,"2011","69.4"
,,"2012","66.9"
,,"2013","68.5"
,,"2014","68.0"
,,"2015","67.1"
,,"2016","70.7"
,,"2017","74.1"
,,"2018","76.0"
,,"2019","72.3"
,"Construction  [23]","1999","303.2"
,,"2000","388.1"
,,"2001","736.0"
,,"2002","561.5"
,,"2003","356.2"
,,"2004","508.7"
,,"2005","583.5"
,,"2006","586.1"
,,"2007","558.5"
,,"2008","419.8"
,,"2009","326.0"
,,"2010","370.1"
,,"2011","289.3"
,,"2012","325.9"
,,"2013","415.6"
,,"2014","438.2"
,,"2015","565.7"
,,"2016","490.9"
,,"2017","362.0"
,,"2018","366.1"
,,"2019","287.6"
,"Manufacturing  [31-33]","1999","8.2"
,,"2000","13.4"
,,"2001","17.1"
,,"2002","22.1"
,,"2003","15.0"
,,"2004","18.5"
,,"2005","27.8"
,,"2006","17.1"
,,"2007","17.4"
,,"2008","14.1"
,,"2009","5.4"
,,"2010","8.2"
,,"2011","14.1"
,,"2012","14.7"
,,"2013","13.9"
,,"2014","14.9"
,,"2015","11.5"
,,"2016","12.0"
,,"2017","9.9"
,,"2018","10.5"
,,"2019","8.3"
,"Wholesale trade  [41]","1999","60.1"
,,"2000","64.8"
,,"2001","61.6"
,,"2002","65.0"
,,"2003","70.4"
,,"2004","74.9"
,,"2005","92.5"
,,"2006","96.9"
,,"2007","103.0"
,,"2008","107.5"
,,"2009","85.8"
,,"2010","91.9"
,,"2011","107.0"
,,"2012","117.4"
,,"2013","117.0"
,,"2014","116.0"
,,"2015","115.7"
,,"2016","116.8"
,,"2017","117.3"
,,"2018","123.1"
,,"2019","104.2"
,"Retail trade  [44-45]","1999","102.7"
,,"2000","111.0"
,,"2001","107.9"
,,"2002","113.6"
,,"2003","118.3"
,,"2004","122.3"
,,"2005","123.5"
,,"2006","131.3"
,,"2007","145.9"
,,"2008","160.6"
,,"2009","156.5"
,,"2010","152.3"
,,"2011","157.5"
,,"2012","156.6"
,,"2013","172.7"
,,"2014","174.4"
,,"2015","178.5"
,,"2016","159.1"
,,"2017","161.0"
,,"2018","165.1"
,,"2019","160.6"
,"Transportation and warehousing  [48-49]","1999","135.8"
,,"2000","150.5"
,,"2001","162.4"
,,"2002","165.0"
,,"2003","181.8"
,,"2004","213.3"
,,"2005","260.6"
,,"2006","240.2"
,,"2007","238.1"
,,"2008","235.6"
,,"2009","218.7"
,,"2010","232.0"
,,"2011","240.8"
,,"2012","251.0"
,,"2013","254.1"
,,"2014","270.2"
,,"2015","256.0"
,,"2016","253.3"
,,"2017","217.3"
,,"2018","223.2"
,,"2019","223.8"
,"Information and cultural industries  [51]","1999","62.1"
,,"2000","67.5"
,,"2001","75.1"
,,"2002","82.4"
,,"2003","85.5"
,,"2004","88.1"
,,"2005","91.0"
,,"2006","84.5"
,,"2007","81.1"
,,"2008","84.1"
,,"2009","90.1"
,,"2010","91.9"
,,"2011","92.2"
,,"2012","92.8"
,,"2013","95.1"
,,"2014","89.2"
,,"2015","90.5"
,,"2016","95.2"
,,"2017","98.8"
,,"2018","104.5"
,,"2019","107.0"
,"Finance and insurance  [52]","1999","107.3"
,,"2000","103.8"
,,"2001","104.3"
,,"2002","109.5"
,,"2003","109.2"
,,"2004","109.3"
,,"2005","113.1"
,,"2006","115.1"
,,"2007","111.3"
,,"2008","109.1"
,,"2009","111.7"
,,"2010","113.6"
,,"2011","112.5"
,,"2012","116.2"
,,"2013","117.3"
,,"2014","117.6"
,,"2015","120.5"
,,"2016","118.5"
,,"2017","122.4"
,,"2018","123.8"
,,"2019","119.6"
,"Real estate and rental and leasing  [53]","1999","279.7"
,,"2000","301.3"
,,"2001","299.6"
,,"2002","328.1"
,,"2003","332.6"
,,"2004","350.7"
,,"2005","361.9"
,,"2006","369.4"
,,"2007","365.6"
,,"2008","366.5"
,,"2009","376.6"
,,"2010","366.7"
,,"2011","361.6"
,,"2012","366.8"
,,"2013","362.1"
,,"2014","364.7"
,,"2015","373.5"
,,"2016","382.9"
,,"2017","395.4"
,,"2018","402.3"
,,"2019","403.8"
,"Professional, scientific and technical services  [54]","1999","65.1"
,,"2000","67.7"
,,"2001","69.7"
,,"2002","77.5"
,,"2003","83.8"
,,"2004","86.8"
,,"2005","93.3"
,,"2006","96.2"
,,"2007","97.4"
,,"2008","96.2"
,,"2009","106.9"
,,"2010","108.0"
,,"2011","105.1"
,,"2012","103.9"
,,"2013","96.7"
,,"2014","101.2"
,,"2015","88.6"
,,"2016","86.0"
,,"2017","77.9"
,,"2018","74.7"
,,"2019","76.2"
,"Management of companies and enterprises  [55]","1999","19.0"
,,"2000","25.8"
,,"2001","25.0"
,,"2002","30.9"
,,"2003","26.4"
,,"2004","26.5"
,,"2005","28.6"
,,"2006","27.5"
,,"2007","29.0"
,,"2008","30.1"
,,"2009","30.5"
,,"2010","33.8"
,,"2011","34.5"
,,"2012","33.9"
,,"2013","37.2"
,,"2014","34.4"
,,"2015","33.3"
,,"2016","28.0"
,,"2017","22.4"
,,"2018","19.6"
,,"2019","16.2"
,"Administrative and support, waste management and remediation services  [56]","1999","28.2"
,,"2000","31.9"
,,"2001","33.9"
,,"2002","40.9"
,,"2003","49.3"
,,"2004","52.1"
,,"2005","57.0"
,,"2006","61.6"
,,"2007","64.8"
,,"2008","63.9"
,,"2009","61.2"
,,"2010","61.8"
,,"2011","63.7"
,,"2012","67.5"
,,"2013","69.3"
,,"2014","65.2"
,,"2015","64.2"
,,"2016","56.6"
,,"2017","53.4"
,,"2018","50.9"
,,"2019","52.8"
,"Educational services  [61]","1999","127.3"
,,"2000","141.1"
,,"2001","133.1"
,,"2002","149.2"
,,"2003","155.2"
,,"2004","154.1"
,,"2005","154.1"
,,"2006","155.3"
,,"2007","208.8"
,,"2008","212.1"
,,"2009","211.1"
,,"2010","211.1"
,,"2011","208.7"
,,"2012","212.2"
,,"2013","212.7"
,,"2014","213.0"
,,"2015","209.5"
,,"2016","208.5"
,,"2017","209.8"
,,"2018","214.7"
,,"2019","220.1"
,"Health care and social assistance  [62]","1999","182.8"
,,"2000","195.1"
,,"2001","199.4"
,,"2002","213.1"
,,"2003","234.4"
,,"2004","248.5"
,,"2005","263.6"
,,"2006","266.2"
,,"2007","267.1"
,,"2008","266.3"
,,"2009","270.8"
,,"2010","274.5"
,,"2011","269.8"
,,"2012","268.8"
,,"2013","265.7"
,,"2014","276.8"
,,"2015","288.9"
,,"2016","298.8"
,,"2017","304.0"
,,"2018","309.6"
,,"2019","319.0"
,"Arts, entertainment and recreation  [71]","1999","11.4"
,,"2000","12.1"
,,"2001","11.9"
,,"2002","11.6"
,,"2003","11.0"
,,"2004","10.1"
,,"2005","10.1"
,,"2006","10.6"
,,"2007","11.2"
,,"2008","11.1"
,,"2009","11.2"
,,"2010","11.5"
,,"2011","10.7"
,,"2012","11.3"
,,"2013","11.8"
,,"2014","9.0"
,,"2015","6.8"
,,"2016","6.4"
,,"2017","7.6"
,,"2018","7.4"
,,"2019","7.2"
,"Accommodation and food services  [72]","1999","73.7"
,,"2000","84.0"
,,"2001","86.1"
,,"2002","84.4"
,,"2003","93.6"
,,"2004","95.2"
,,"2005","93.6"
,,"2006","90.8"
,,"2007","93.2"
,,"2008","97.2"
,,"2009","84.8"
,,"2010","83.7"
,,"2011","83.9"
,,"2012","82.8"
,,"2013","109.4"
,,"2014","99.2"
,,"2015","93.0"
,,"2016","94.4"
,,"2017","94.0"
,,"2018","93.8"
,,"2019","95.2"
,"Other services (except public administration)  [81]","1999","52.1"
,,"2000","60.1"
,,"2001","61.8"
,,"2002","58.7"
,,"2003","60.1"
,,"2004","59.9"
,,"2005","52.6"
,,"2006","49.5"
,,"2007","51.8"
,,"2008","51.8"
,,"2009","50.8"
,,"2010","50.4"
,,"2011","50.4"
,,"2012","51.2"
,,"2013","53.3"
,,"2014","57.5"
,,"2015","57.6"
,,"2016","57.4"
,,"2017","58.2"
,,"2018","57.8"
,,"2019","56.3"
,"Public administration  [91]","1999","484.9"
,,"2000","544.5"
,,"2001","545.1"
,,"2002","595.1"
,,"2003","602.0"
,,"2004","602.9"
,,"2005","589.7"
,,"2006","597.8"
,,"2007","595.0"
,,"2008","605.0"
,,"2009","622.9"
,,"2010","646.0"
,,"2011","645.6"
,,"2012","660.8"
,,"2013","664.2"
,,"2014","670.2"
,,"2015","692.2"
,,"2016","689.1"
,,"2017","706.0"
,,"2018","712.3"
,,"2019","722.8"
"Nunavut","Goods-producing industries  [T002] 10","1999","528.1"
,,"2000","533.1"
,,"2001","542.5"
,,"2002","390.8"
,,"2003","320.8"
,,"2004","334.1"
,,"2005","336.0"
,,"2006","309.1"
,,"2007","296.8"
,,"2008","448.4"
,,"2009","346.2"
,,"2010","621.5"
,,"2011","689.1"
,,"2012","695.3"
,,"2013","898.3"
,,"2014","876.4"
,,"2015","837.1"
,,"2016","914.7"
,,"2017","1,209.2"
,,"2018","1,323.7"
,,"2019","1,470.0"
,"Service-producing industries  [T003] 11","1999","791.8"
,,"2000","833.2"
,,"2001","898.7"
,,"2002","1,034.7"
,,"2003","1,082.1"
,,"2004","1,135.5"
,,"2005","1,124.9"
,,"2006","1,163.1"
,,"2007","1,295.8"
,,"2008","1,354.4"
,,"2009","1,337.8"
,,"2010","1,382.9"
,,"2011","1,430.6"
,,"2012","1,477.8"
,,"2013","1,498.2"
,,"2014","1,489.3"
,,"2015","1,513.4"
,,"2016","1,567.5"
,,"2017","1,626.8"
,,"2018","1,660.5"
,,"2019","1,714.0"
,"Industrial production  [T010] 12","1999","523.2"
,,"2000","615.5"
,,"2001","536.7"
,,"2002","270.5"
,,"2003","117.2"
,,"2004","155.7"
,,"2005","124.0"
,,"2006","152.5"
,,"2007","141.0"
,,"2008","133.5"
,,"2009","108.9"
,,"2010","350.4"
,,"2011","453.8"
,,"2012","520.6"
,,"2013","569.4"
,,"2014","601.9"
,,"2015","569.9"
,,"2016","607.8"
,,"2017","764.4"
,,"2018","791.8"
,,"2019","925.1"
,"Non-durable manufacturing industries  [T011] 13","1999","1.4"
,,"2000","2.2"
,,"2001","1.8"
,,"2002","3.2"
,,"2003","2.7"
,,"2004","2.2"
,,"2005","2.9"
,,"2006","3.4"
,,"2007","2.1"
,,"2008","2.0"
,,"2009","1.7"
,,"2010","5.1"
,,"2011","3.7"
,,"2012","10.4"
,,"2013","11.0"
,,"2014","11.0"
,,"2015","10.2"
,,"2016","8.8"
,,"2017","7.8"
,,"2018","9.5"
,,"2019","9.2"
,"Durable manufacturing industries  [T012] 14","1999","0.1"
,,"2000","0.1"
,,"2001","0.3"
,,"2002","0.0"
,,"2003","0.0"
,,"2004","0.1"
,,"2005","0.1"
,,"2006","0.2"
,,"2007","0.1"
,,"2008","0.1"
,,"2009","0.1"
,,"2010","0.1"
,,"2011","0.0"
,,"2012","0.0"
,,"2013","0.0"
,,"2014","0.9"
,,"2015","0.7"
,,"2016","0.0"
,,"2017","0.0"
,,"2018","0.0"
,,"2019","0.0"
,"Information and communication technology sector  [T013] 15","1999","4.6"
,,"2000","6.4"
,,"2001","7.6"
,,"2002","10.5"
,,"2003","13.2"
,,"2004","12.9"
,,"2005","11.9"
,,"2006","12.4"
,,"2007","26.5"
,,"2008","31.2"
,,"2009","32.9"
,,"2010","36.4"
,,"2011","43.3"
,,"2012","53.0"
,,"2013","54.0"
,,"2014","54.7"
,,"2015","54.6"
,,"2016","56.7"
,,"2017","64.3"
,,"2018","72.2"
,,"2019","75.0"
,"Energy sector  [T016] 16","1999","214.7"
,,"2000","259.1"
,,"2001","193.1"
,,"2002","51.7"
,,"2003","32.5"
,,"2004","43.0"
,,"2005","44.3"
,,"2006","43.0"
,,"2007","46.9"
,,"2008","50.8"
,,"2009","41.6"
,,"2010","42.7"
,,"2011","44.5"
,,"2012","45.8"
,,"2013","45.2"
,,"2014","47.5"
,,"2015","50.7"
,,"2016","51.6"
,,"2017","51.6"
,,"2018","52.6"
,,"2019","52.1"
,"Public sector  [T018] 17","1999","474.3"
,,"2000","496.3"
,,"2001","534.0"
,,"2002","596.1"
,,"2003","622.6"
,,"2004","649.6"
,,"2005","644.6"
,,"2006","656.9"
,,"2007","719.5"
,,"2008","741.6"
,,"2009","757.6"
,,"2010","776.2"
,,"2011","787.6"
,,"2012","795.3"
,,"2013","809.8"
,,"2014","828.5"
,,"2015","860.1"
,,"2016","880.8"
,,"2017","910.6"
,,"2018","937.6"
,,"2019","966.7"
,"Cannabis sector  [T021] 18","1999","0.6"
,,"2000","0.6"
,,"2001","0.6"
,,"2002","0.6"
,,"2003","0.6"
,,"2004","0.6"
,,"2005","0.7"
,,"2006","0.7"
,,"2007","0.7"
,,"2008","0.7"
,,"2009","0.8"
,,"2010","0.8"
,,"2011","0.8"
,,"2012","0.8"
,,"2013","0.9"
,,"2014","0.9"
,,"2015","0.9"
,,"2016","0.9"
,,"2017","0.9"
,,"2018","0.9"
,,"2019","0.8"
,"Agriculture, forestry, fishing and hunting  [11]","1999","1.0"
,,"2000","1.3"
,,"2001","1.3"
,,"2002","1.6"
,,"2003","2.6"
,,"2004","3.5"
,,"2005","3.3"
,,"2006","3.5"
